,subnetwork,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,3,4,64.64480899363352,3292.302607669267,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,5,57.77222054112865,2443.4224110822092,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,6,58.371667165908946,2322.6352378142797,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,7,58.509337383510434,4430.992419210303,"57.34174679101132, 61.438365787939695",1.0,"4116.561804380065, 6174.842706570098",2.0
0,3,8,58.673556263749596,3659.6755656852133,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,9,64.81381495247022,4136.104375587946,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,10,64.85455372969577,2374.3270363518036,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,11,65.0042991117102,4175.918520447275,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,12,58.38800264153292,1907.1937841477031,"57.34174679101132, 61.438365787939695",1.0,"0.0, 2058.2809021900325",0.0
0,3,13,64.44875108570805,2628.288354948149,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,14,58.338098026873936,2693.139404836586,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,15,58.228285921026476,3353.813087156939,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,16,58.303454201478516,3223.0417187742214,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,17,64.66629959665863,3087.60176153099,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,18,58.35467504392518,4209.667795920656,"57.34174679101132, 61.438365787939695",1.0,"4116.561804380065, 6174.842706570098",2.0
0,3,19,64.783816097891,4121.699086048529,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,20,58.32938179251395,2823.1458353315084,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,21,64.9001473470353,4461.070377158686,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,22,64.63073986287455,3237.565419056796,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,23,57.93921048251272,3447.0242693676178,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,24,65.16435262315049,2081.3555561245835,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,25,58.68890428469792,3891.578644009779,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,26,57.76681656569168,2897.0806584668853,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,27,58.08326580376099,2880.0836804352048,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
